Date,Close,Ticker
2023-10-03 05:30:00,2387.25,ADANIENT
2023-10-04 05:30:00,2464.95,ADANIENT
2023-10-05 05:30:00,2466.35,ADANIENT
2023-10-06 05:30:00,2478.1,ADANIENT
2023-10-09 05:30:00,2442.6,ADANIENT
2023-10-10 05:30:00,2498.3,ADANIENT
2023-10-11 05:30:00,2488.6,ADANIENT
2023-10-12 05:30:00,2506.35,ADANIENT
2023-10-13 05:30:00,2454.55,ADANIENT
2023-10-16 05:30:00,2429.35,ADANIENT
2023-10-17 05:30:00,2428.4,ADANIENT
2023-10-18 05:30:00,2406.35,ADANIENT
2023-10-19 05:30:00,2402.2,ADANIENT
2023-10-20 05:30:00,2393.75,ADANIENT
2023-10-23 05:30:00,2308.65,ADANIENT
2023-10-25 05:30:00,2257.0,ADANIENT
2023-10-26 05:30:00,2203.2,ADANIENT
2023-10-27 05:30:00,2261.7,ADANIENT
2023-10-30 05:30:00,2299.1,ADANIENT
2023-10-31 05:30:00,2294.65,ADANIENT
2023-11-01 05:30:00,2217.3,ADANIENT
2023-11-02 05:30:00,2215.3,ADANIENT
2023-11-03 05:30:00,2229.85,ADANIENT
2023-11-06 05:30:00,2246.0,ADANIENT
2023-11-07 05:30:00,2233.35,ADANIENT
2023-11-08 05:30:00,2259.95,ADANIENT
2023-11-09 05:30:00,2214.65,ADANIENT
2023-11-10 05:30:00,2205.1,ADANIENT
2023-11-12 05:30:00,2211.35,ADANIENT
2023-11-13 05:30:00,2213.65,ADANIENT
2023-11-15 05:30:00,2225.4,ADANIENT
2023-11-16 05:30:00,2205.9,ADANIENT
2023-11-17 05:30:00,2208.8,ADANIENT
2023-11-20 05:30:00,2149.85,ADANIENT
2023-11-21 05:30:00,2196.65,ADANIENT
2023-11-22 05:30:00,2172.65,ADANIENT
2023-11-23 05:30:00,2175.25,ADANIENT
2023-11-24 05:30:00,2225.45,ADANIENT
2023-11-28 05:30:00,2423.5,ADANIENT
2023-11-29 05:30:00,2396.6,ADANIENT
2023-11-30 05:30:00,2358.55,ADANIENT
2023-12-01 05:30:00,2362.7,ADANIENT
2023-12-04 05:30:00,2531.2,ADANIENT
2023-12-05 05:30:00,2959.35,ADANIENT
2023-12-06 05:30:00,2883.95,ADANIENT
2023-12-07 05:30:00,2887.15,ADANIENT
2023-12-08 05:30:00,2822.15,ADANIENT
2023-12-11 05:30:00,2855.8,ADANIENT
2023-12-12 05:30:00,2857.65,ADANIENT
2023-12-13 05:30:00,2875.05,ADANIENT
2023-12-14 05:30:00,2894.05,ADANIENT
2023-12-15 05:30:00,2991.8,ADANIENT
2023-12-18 05:30:00,2980.6,ADANIENT
2023-12-19 05:30:00,2941.25,ADANIENT
2023-12-20 05:30:00,2783.85,ADANIENT
2023-12-21 05:30:00,2799.75,ADANIENT
2023-12-22 05:30:00,2808.35,ADANIENT
2023-12-26 05:30:00,2865.45,ADANIENT
2023-12-27 05:30:00,2843.35,ADANIENT
2023-12-28 05:30:00,2809.9,ADANIENT
2023-12-29 05:30:00,2848.95,ADANIENT
2024-01-01 05:30:00,2917.2,ADANIENT
2024-01-02 05:30:00,2932.4,ADANIENT
2024-01-03 05:30:00,3003.0,ADANIENT
2024-01-04 05:30:00,2998.3,ADANIENT
2024-01-05 05:30:00,3006.6,ADANIENT
2024-01-08 05:30:00,2963.5,ADANIENT
2024-01-09 05:30:00,3014.6,ADANIENT
2024-01-10 05:30:00,3098.2,ADANIENT
2024-01-11 05:30:00,3080.9,ADANIENT
2024-01-12 05:30:00,3104.1,ADANIENT
2024-01-15 05:30:00,3089.5,ADANIENT
2024-01-16 05:30:00,3056.5,ADANIENT
2024-01-17 05:30:00,2971.05,ADANIENT
2024-01-18 05:30:00,2918.9,ADANIENT
2024-01-19 05:30:00,2915.65,ADANIENT
2024-01-20 05:30:00,2987.9,ADANIENT
2024-01-23 05:30:00,2896.55,ADANIENT
2024-01-24 05:30:00,2903.45,ADANIENT
2024-01-25 05:30:00,2893.6,ADANIENT
2024-01-29 05:30:00,3064.65,ADANIENT
2024-01-30 05:30:00,3091.1,ADANIENT
2024-01-31 05:30:00,3142.0,ADANIENT
2024-02-01 05:30:00,3153.5,ADANIENT
2024-02-02 05:30:00,3157.45,ADANIENT
2024-02-05 05:30:00,3173.45,ADANIENT
2024-02-06 05:30:00,3203.75,ADANIENT
2024-02-07 05:30:00,3229.85,ADANIENT
2024-02-08 05:30:00,3168.6,ADANIENT
2024-02-09 05:30:00,3215.2,ADANIENT
2024-02-12 05:30:00,3169.75,ADANIENT
2024-02-13 05:30:00,3178.45,ADANIENT
2024-02-14 05:30:00,3207.2,ADANIENT
2024-02-15 05:30:00,3193.8,ADANIENT
2024-02-16 05:30:00,3223.6,ADANIENT
2024-02-19 05:30:00,3258.8,ADANIENT
2024-02-20 05:30:00,3228.6,ADANIENT
2024-02-21 05:30:00,3223.2,ADANIENT
2024-02-22 05:30:00,3263.05,ADANIENT
2024-02-23 05:30:00,3273.3,ADANIENT
2024-02-26 05:30:00,3327.75,ADANIENT
2024-02-27 05:30:00,3302.3,ADANIENT
2024-02-28 05:30:00,3219.0,ADANIENT
2024-02-29 05:30:00,3285.4,ADANIENT
2024-03-01 05:30:00,3318.75,ADANIENT
2024-03-02 05:30:00,3333.25,ADANIENT
2024-03-04 05:30:00,3317.15,ADANIENT
2024-03-05 05:30:00,3310.2,ADANIENT
2024-03-06 05:30:00,3233.95,ADANIENT
2024-03-07 05:30:00,3226.55,ADANIENT
2024-03-11 05:30:00,3207.35,ADANIENT
2024-03-12 05:30:00,3122.5,ADANIENT
2024-03-13 05:30:00,2906.2,ADANIENT
2024-03-14 05:30:00,3087.45,ADANIENT
2024-03-15 05:30:00,3132.2,ADANIENT
2024-03-18 05:30:00,3111.75,ADANIENT
2024-03-19 05:30:00,3052.7,ADANIENT
2024-03-20 05:30:00,3051.45,ADANIENT
2024-03-21 05:30:00,3066.5,ADANIENT
2024-03-22 05:30:00,3107.7,ADANIENT
2024-03-26 05:30:00,3109.95,ADANIENT
2024-03-27 05:30:00,3122.1,ADANIENT
2024-03-28 05:30:00,3197.1,ADANIENT
2024-04-01 05:30:00,3252.1,ADANIENT
2024-04-02 05:30:00,3268.75,ADANIENT
2024-04-03 05:30:00,3233.45,ADANIENT
2024-04-04 05:30:00,3210.8,ADANIENT
2024-04-05 05:30:00,3224.8,ADANIENT
2024-04-08 05:30:00,3224.55,ADANIENT
2024-04-09 05:30:00,3198.45,ADANIENT
2024-04-10 05:30:00,3242.0,ADANIENT
2024-04-12 05:30:00,3209.9,ADANIENT
2024-04-15 05:30:00,3147.45,ADANIENT
2024-04-16 05:30:00,3106.4,ADANIENT
2024-04-18 05:30:00,3019.3,ADANIENT
2024-04-19 05:30:00,3026.95,ADANIENT
2024-04-22 05:30:00,3063.35,ADANIENT
2024-04-23 05:30:00,3065.1,ADANIENT
2024-04-24 05:30:00,3043.55,ADANIENT
2024-04-25 05:30:00,3115.25,ADANIENT
2024-04-26 05:30:00,3080.4,ADANIENT
2024-04-29 05:30:00,3081.2,ADANIENT
2024-04-30 05:30:00,3054.7,ADANIENT
2024-05-02 05:30:00,3039.6,ADANIENT
2024-05-03 05:30:00,2993.25,ADANIENT
2024-05-06 05:30:00,2874.65,ADANIENT
2024-05-07 05:30:00,2835.95,ADANIENT
2024-05-08 05:30:00,2860.55,ADANIENT
2024-05-09 05:30:00,2766.65,ADANIENT
2024-05-10 05:30:00,2797.25,ADANIENT
2024-05-13 05:30:00,2879.6,ADANIENT
2024-05-14 05:30:00,3037.55,ADANIENT
2024-05-15 05:30:00,3049.75,ADANIENT
2024-05-16 05:30:00,3041.65,ADANIENT
2024-05-17 05:30:00,3060.5,ADANIENT
2024-05-18 05:30:00,3059.75,ADANIENT
2024-05-21 05:30:00,3117.5,ADANIENT
2024-05-22 05:30:00,3140.95,ADANIENT
2024-05-23 05:30:00,3387.3,ADANIENT
