Ticker,date,open,high,low,close,volume
POWERGRID,2023-10-03,198.750000,200.000000,196.900000,199.550000,10830728
POWERGRID,2023-10-04,198.900000,199.400000,195.400000,199.000000,14120040
POWERGRID,2023-10-05,199.500000,199.500000,195.350000,196.600000,14575590
POWERGRID,2023-10-06,197.000000,197.450000,194.850000,197.050000,12857229
POWERGRID,2023-10-09,196.500000,196.900000,193.750000,196.250000,7853369
POWERGRID,2023-10-10,196.250000,198.550000,195.700000,197.950000,7440527
POWERGRID,2023-10-11,197.350000,199.150000,197.350000,198.500000,10031916
POWERGRID,2023-10-12,197.350000,202.000000,197.350000,200.750000,21872719
POWERGRID,2023-10-13,200.450000,202.400000,199.300000,201.800000,13105921
POWERGRID,2023-10-16,200.300000,203.850000,200.100000,203.050000,18336656
POWERGRID,2023-10-17,203.550000,209.000000,202.600000,207.150000,19378328
POWERGRID,2023-10-18,208.450000,208.450000,204.000000,206.500000,14923328
POWERGRID,2023-10-19,204.000000,207.400000,202.200000,205.800000,13192888
POWERGRID,2023-10-20,205.200000,205.200000,200.900000,202.850000,22081120
POWERGRID,2023-10-23,202.000000,205.150000,199.000000,199.750000,6988219
POWERGRID,2023-10-25,199.000000,200.450000,197.800000,199.500000,16817158
POWERGRID,2023-10-26,198.750000,200.000000,196.300000,198.950000,11070090
POWERGRID,2023-10-27,199.250000,201.800000,199.150000,200.950000,9995487
POWERGRID,2023-10-30,200.950000,202.200000,197.650000,200.850000,7679981
POWERGRID,2023-10-31,201.500000,202.950000,200.550000,202.150000,7474770
POWERGRID,2023-11-01,202.350000,202.350000,200.500000,200.950000,5598615
POWERGRID,2023-11-02,201.750000,203.650000,200.900000,203.100000,12924797
POWERGRID,2023-11-03,203.400000,206.500000,203.100000,204.400000,8684015
POWERGRID,2023-11-06,205.000000,208.950000,204.950000,208.200000,9804415
POWERGRID,2023-11-07,208.200000,209.100000,205.750000,208.000000,10730361
POWERGRID,2023-11-08,209.000000,209.600000,206.650000,207.000000,7435543
POWERGRID,2023-11-09,207.300000,210.500000,206.100000,209.800000,13777877
POWERGRID,2023-11-10,210.500000,213.000000,209.600000,211.150000,12066023
POWERGRID,2023-11-12,213.600000,213.700000,211.700000,212.000000,1008214
POWERGRID,2023-11-13,212.000000,215.100000,210.700000,212.300000,11352269
POWERGRID,2023-11-15,215.000000,215.000000,209.800000,210.150000,19182861
POWERGRID,2023-11-16,206.700000,208.850000,205.700000,207.200000,27533260
POWERGRID,2023-11-17,207.700000,210.700000,206.900000,209.500000,16705395
POWERGRID,2023-11-20,210.100000,211.200000,208.850000,209.300000,11156900
POWERGRID,2023-11-21,210.000000,210.150000,207.950000,208.950000,9608081
POWERGRID,2023-11-22,208.200000,212.600000,208.200000,211.600000,13079580
POWERGRID,2023-11-23,212.050000,213.100000,209.250000,210.900000,11382709
POWERGRID,2023-11-24,211.300000,212.100000,209.500000,210.450000,7250200
POWERGRID,2023-11-28,214.450000,214.450000,209.500000,210.200000,15629209
POWERGRID,2023-11-29,210.300000,211.450000,209.100000,211.050000,10062023
POWERGRID,2023-11-30,210.400000,212.800000,208.250000,208.950000,60354322
POWERGRID,2023-12-01,211.500000,212.450000,209.450000,210.200000,20719909
POWERGRID,2023-12-04,211.700000,214.100000,211.700000,212.900000,27914088
POWERGRID,2023-12-05,213.700000,223.250000,211.550000,222.300000,40709207
POWERGRID,2023-12-06,226.000000,226.250000,222.500000,224.400000,29544730
