Ticker,date,open,high,low,close,volume
ONGC,2023-10-03,189.300000,189.300000,183.650000,184.600000,22118500
ONGC,2023-10-04,184.450000,184.600000,182.100000,182.750000,9360058
ONGC,2023-10-05,181.250000,184.000000,181.000000,182.200000,11128340
ONGC,2023-10-06,183.500000,183.500000,180.600000,181.450000,5759904
ONGC,2023-10-09,182.900000,184.700000,181.250000,181.700000,14622727
ONGC,2023-10-10,182.300000,184.500000,182.050000,183.500000,11819690
ONGC,2023-10-11,184.400000,184.700000,182.750000,183.250000,8499601
ONGC,2023-10-12,183.200000,184.850000,183.000000,184.450000,8677885
ONGC,2023-10-13,184.500000,186.250000,184.050000,184.900000,7435899
ONGC,2023-10-16,187.950000,188.200000,186.250000,186.550000,12376549
ONGC,2023-10-17,187.000000,187.050000,185.550000,186.250000,4381065
ONGC,2023-10-18,188.000000,188.050000,186.050000,186.950000,10181113
ONGC,2023-10-19,186.000000,186.650000,185.050000,186.300000,9148124
ONGC,2023-10-20,187.000000,187.300000,185.150000,186.200000,7912216
ONGC,2023-10-23,185.950000,185.950000,184.200000,184.850000,4723090
ONGC,2023-10-25,184.850000,185.850000,183.000000,184.350000,6812004
ONGC,2023-10-26,183.500000,184.150000,179.900000,180.900000,8474867
ONGC,2023-10-27,181.000000,185.800000,180.300000,184.750000,6422123
ONGC,2023-10-30,185.000000,189.200000,184.600000,188.800000,7352638
ONGC,2023-10-31,189.200000,189.800000,184.200000,186.150000,9404675
ONGC,2023-11-01,186.150000,188.800000,185.050000,186.700000,9167869
ONGC,2023-11-02,187.000000,187.650000,185.750000,186.200000,11471209
ONGC,2023-11-03,186.650000,190.650000,185.800000,190.000000,7464912
ONGC,2023-11-06,190.200000,194.200000,189.550000,193.300000,8962124
ONGC,2023-11-07,193.400000,198.000000,192.350000,193.200000,13921916
ONGC,2023-11-08,193.700000,196.550000,192.300000,195.350000,10186886
ONGC,2023-11-09,196.500000,196.700000,192.200000,192.700000,5303833
ONGC,2023-11-10,192.700000,196.500000,192.700000,195.900000,6025889
ONGC,2023-11-12,198.800000,198.800000,195.900000,196.750000,2988611
ONGC,2023-11-13,195.900000,197.300000,194.100000,195.800000,11181086
ONGC,2023-11-15,198.500000,203.000000,197.650000,199.500000,19769385
ONGC,2023-11-16,202.500000,203.400000,201.000000,201.800000,18629240
ONGC,2023-11-17,200.850000,201.250000,195.550000,196.350000,13199928
ONGC,2023-11-20,198.000000,198.500000,197.000000,197.850000,6423265
ONGC,2023-11-21,193.000000,193.950000,191.000000,191.200000,10720353
ONGC,2023-11-22,191.200000,191.850000,189.750000,191.000000,7538825
ONGC,2023-11-23,191.000000,191.750000,189.600000,190.650000,6541617
ONGC,2023-11-24,190.850000,191.850000,188.150000,188.850000,5751331
ONGC,2023-11-28,188.850000,194.450000,188.400000,193.950000,9277764
ONGC,2023-11-29,195.500000,195.500000,191.700000,192.000000,8791333
ONGC,2023-11-30,192.650000,195.650000,192.050000,194.950000,14965403
ONGC,2023-12-01,195.250000,198.250000,194.250000,194.550000,9935740
ONGC,2023-12-04,196.500000,205.900000,196.050000,202.050000,28615290
ONGC,2023-12-05,202.200000,203.950000,199.150000,202.050000,14557746
ONGC,2023-12-06,203.750000,203.750000,199.100000,201.950000,12662213
ONGC,2023-12-07,200.900000,200.900000,196.050000,198.900000,16425880
ONGC,2023-12-08,199.850000,200.300000,194.100000,195.950000,10414387
ONGC,2023-12-11,197.050000,200.850000,194.250000,197.800000,10108266
ONGC,2023-12-12,196.950000,197.800000,194.550000,195.400000,10719911
ONGC,2023-12-13,195.400000,195.400000,192.050000,193.150000,10892122
ONGC,2023-12-14,195.900000,196.300000,193.250000,195.950000,15257294
ONGC,2023-12-15,197.250000,201.950000,196.850000,201.050000,22863981
ONGC,2023-12-18,201.050000,201.650000,197.350000,199.000000,8061011
ONGC,2023-12-19,202.000000,203.550000,199.300000,200.300000,16739742
ONGC,2023-12-20,201.750000,212.000000,200.950000,203.200000,57762576
ONGC,2023-12-21,203.950000,206.750000,201.200000,202.650000,22823936
ONGC,2023-12-22,204.000000,204.500000,201.800000,203.950000,9910694
ONGC,2023-12-26,204.500000,208.500000,203.650000,207.350000,17052969
ONGC,2023-12-27,209.500000,209.900000,204.500000,205.550000,20361303
ONGC,2023-12-28,206.500000,208.900000,205.350000,208.300000,22010872
ONGC,2023-12-29,208.000000,208.000000,204.250000,205.050000,12171663
ONGC,2024-01-01,206.000000,207.100000,204.750000,205.350000,4820168
ONGC,2024-01-02,205.350000,210.750000,203.650000,207.050000,21141219
ONGC,2024-01-03,205.500000,210.450000,204.500000,208.250000,11650902
ONGC,2024-01-04,210.500000,215.400000,209.300000,214.650000,31054419
ONGC,2024-01-05,215.450000,217.500000,213.050000,216.450000,20743811
ONGC,2024-01-08,218.000000,220.800000,217.100000,217.950000,19310595
ONGC,2024-01-09,221.000000,221.450000,215.950000,216.650000,11951525
ONGC,2024-01-10,215.000000,215.000000,209.700000,212.100000,16500666
ONGC,2024-01-11,214.000000,214.000000,210.850000,211.850000,12586419
ONGC,2024-01-12,213.800000,224.750000,212.350000,223.400000,39228118
ONGC,2024-01-15,228.500000,235.450000,224.650000,233.500000,57884916
ONGC,2024-01-16,234.950000,238.950000,231.100000,235.100000,34505065
ONGC,2024-01-17,232.200000,237.250000,230.700000,232.050000,26010955
ONGC,2024-01-18,230.050000,234.500000,224.650000,233.550000,19232183
ONGC,2024-01-19,236.000000,242.550000,235.000000,242.050000,26391844
ONGC,2024-01-20,243.000000,245.450000,240.450000,242.050000,15133785
ONGC,2024-01-23,245.000000,245.650000,228.000000,229.900000,20282617
ONGC,2024-01-24,231.000000,235.000000,228.100000,234.350000,14458601
ONGC,2024-01-25,235.000000,237.500000,232.800000,234.050000,18291957
ONGC,2024-01-29,241.000000,254.950000,239.100000,252.500000,54127939
ONGC,2024-01-30,256.500000,263.300000,248.650000,249.200000,51491099
ONGC,2024-01-31,250.450000,254.350000,246.300000,252.250000,33293192
ONGC,2024-02-01,254.650000,254.650000,245.450000,247.650000,29758133
ONGC,2024-02-02,250.000000,260.000000,249.000000,257.250000,30482663
ONGC,2024-02-05,260.050000,268.050000,255.100000,262.950000,34001868
ONGC,2024-02-06,265.350000,273.400000,260.200000,272.300000,36708949
ONGC,2024-02-07,275.000000,275.650000,267.550000,271.900000,23756939
ONGC,2024-02-08,273.050000,275.650000,269.100000,273.150000,25252940
ONGC,2024-02-09,275.000000,275.650000,259.150000,267.550000,26743792
ONGC,2024-02-12,261.950000,266.600000,256.800000,257.900000,30906374
ONGC,2024-02-13,258.000000,262.400000,254.700000,259.500000,20711842
ONGC,2024-02-14,258.000000,269.650000,256.000000,268.850000,36168962
ONGC,2024-02-15,271.650000,279.850000,269.000000,277.300000,32831246
ONGC,2024-02-16,275.150000,278.000000,270.350000,274.700000,27044984
ONGC,2024-02-19,274.700000,279.050000,272.400000,274.650000,15322964
ONGC,2024-02-20,274.800000,281.150000,274.050000,276.600000,18968785
ONGC,2024-02-21,276.000000,281.100000,271.600000,272.950000,16340579
ONGC,2024-02-22,273.850000,276.000000,268.500000,274.700000,16791453
ONGC,2024-02-23,274.900000,276.000000,271.100000,272.200000,9464646
ONGC,2024-02-26,271.900000,271.900000,267.800000,269.850000,8661999
ONGC,2024-02-27,268.050000,270.200000,264.950000,269.350000,19582774
ONGC,2024-02-28,270.000000,270.300000,264.600000,265.750000,9118196
ONGC,2024-02-29,265.000000,266.350000,261.500000,264.600000,17179832
ONGC,2024-03-01,266.500000,272.950000,266.500000,270.550000,12930057
ONGC,2024-03-02,272.000000,272.900000,271.350000,271.900000,864693
ONGC,2024-03-04,272.750000,280.550000,272.500000,279.200000,22280353
ONGC,2024-03-05,280.000000,284.950000,276.650000,283.750000,18544484
ONGC,2024-03-06,284.300000,284.300000,273.550000,280.250000,16807149
ONGC,2024-03-07,280.250000,284.350000,277.250000,278.100000,11386963
ONGC,2024-03-11,278.100000,280.500000,273.200000,274.000000,10684598
ONGC,2024-03-12,274.000000,275.600000,269.050000,270.400000,13780189
ONGC,2024-03-13,270.800000,271.000000,252.750000,255.350000,20079496
