Ticker,date,open,high,low,close,volume
TECHM,2023-10-03,1220.600000,1230.700000,1212.550000,1216.200000,1622290
TECHM,2023-10-04,1210.000000,1215.500000,1186.050000,1205.000000,2340603
TECHM,2023-10-05,1214.000000,1223.950000,1199.500000,1205.600000,2497613
TECHM,2023-10-06,1207.000000,1223.000000,1205.000000,1216.900000,1446719
TECHM,2023-10-09,1203.250000,1227.750000,1202.150000,1212.650000,1451064
TECHM,2023-10-10,1215.200000,1231.450000,1213.000000,1227.750000,1503359
TECHM,2023-10-11,1230.100000,1238.900000,1222.000000,1231.600000,1622663
TECHM,2023-10-12,1232.000000,1232.000000,1189.300000,1198.750000,2452842
TECHM,2023-10-13,1187.000000,1202.950000,1180.000000,1194.100000,3266079
TECHM,2023-10-16,1195.300000,1198.250000,1180.800000,1184.600000,2638043
TECHM,2023-10-17,1190.000000,1203.000000,1188.450000,1197.600000,1163897
TECHM,2023-10-18,1200.000000,1202.000000,1178.050000,1187.100000,2337078
TECHM,2023-10-19,1170.550000,1185.450000,1167.800000,1172.150000,3107691
TECHM,2023-10-20,1170.000000,1176.000000,1148.400000,1170.700000,2962470
TECHM,2023-10-23,1164.100000,1170.950000,1151.550000,1155.950000,1203959
TECHM,2023-10-25,1162.000000,1165.900000,1136.500000,1142.150000,1555285
TECHM,2023-10-26,1100.050000,1120.000000,1098.150000,1115.450000,7099401
TECHM,2023-10-27,1119.950000,1125.950000,1114.050000,1120.550000,1382498
TECHM,2023-10-30,1120.550000,1138.900000,1115.500000,1126.900000,2255915
TECHM,2023-10-31,1126.900000,1137.150000,1115.550000,1133.150000,1194765
TECHM,2023-11-01,1130.950000,1138.000000,1119.950000,1125.100000,1288497
TECHM,2023-11-02,1125.000000,1130.000000,1113.800000,1115.500000,2493118
TECHM,2023-11-03,1124.000000,1136.000000,1116.000000,1133.100000,1108121
TECHM,2023-11-06,1137.500000,1144.800000,1134.350000,1142.150000,572330
TECHM,2023-11-07,1142.000000,1150.300000,1136.550000,1149.000000,902481
TECHM,2023-11-08,1151.750000,1152.850000,1137.050000,1139.150000,806162
TECHM,2023-11-09,1140.000000,1141.000000,1117.200000,1123.950000,6042108
TECHM,2023-11-10,1122.000000,1139.750000,1121.500000,1138.150000,706806
TECHM,2023-11-12,1146.000000,1147.150000,1140.000000,1142.150000,86328
TECHM,2023-11-13,1140.600000,1142.150000,1128.000000,1131.350000,435537
TECHM,2023-11-15,1145.000000,1178.850000,1143.500000,1173.750000,2816201
TECHM,2023-11-16,1175.000000,1214.950000,1167.400000,1207.200000,2294942
TECHM,2023-11-17,1212.200000,1213.950000,1198.000000,1202.750000,1176628
TECHM,2023-11-20,1204.900000,1222.500000,1202.750000,1211.800000,1077366
TECHM,2023-11-21,1219.950000,1221.150000,1200.400000,1204.500000,1129326
TECHM,2023-11-22,1205.000000,1218.000000,1204.000000,1215.400000,750622
TECHM,2023-11-23,1215.000000,1220.900000,1206.950000,1210.900000,651637
TECHM,2023-11-24,1212.050000,1214.950000,1195.100000,1197.850000,884921
TECHM,2023-11-28,1195.100000,1209.000000,1186.000000,1202.400000,910795
TECHM,2023-11-29,1207.000000,1234.600000,1206.650000,1221.700000,1898448
TECHM,2023-11-30,1222.000000,1228.300000,1208.700000,1220.950000,2978406
TECHM,2023-12-01,1226.800000,1226.800000,1211.550000,1220.550000,1017856
TECHM,2023-12-04,1238.000000,1249.200000,1218.000000,1223.900000,1581599
TECHM,2023-12-05,1224.000000,1226.250000,1208.850000,1220.600000,1499843
TECHM,2023-12-06,1223.000000,1247.000000,1218.650000,1225.200000,2637916
TECHM,2023-12-07,1226.000000,1231.000000,1220.100000,1223.250000,1076885
TECHM,2023-12-08,1230.000000,1237.950000,1217.250000,1225.300000,2642571
TECHM,2023-12-11,1231.000000,1240.500000,1225.300000,1233.300000,1558876
TECHM,2023-12-12,1237.950000,1245.000000,1218.650000,1226.150000,1114846
TECHM,2023-12-13,1226.000000,1233.950000,1197.050000,1216.100000,3025706
TECHM,2023-12-14,1235.000000,1269.800000,1230.150000,1264.700000,5287733
TECHM,2023-12-15,1270.000000,1324.800000,1262.500000,1306.100000,5900381
TECHM,2023-12-18,1305.000000,1333.050000,1286.450000,1291.750000,2671348
TECHM,2023-12-19,1300.000000,1300.950000,1269.200000,1281.450000,1717860
TECHM,2023-12-20,1291.000000,1314.000000,1238.200000,1248.600000,2860865
TECHM,2023-12-21,1232.000000,1258.550000,1226.000000,1250.100000,3337533
TECHM,2023-12-22,1260.000000,1280.900000,1242.500000,1275.150000,2297352
TECHM,2023-12-26,1275.000000,1288.750000,1260.550000,1282.000000,1720830
TECHM,2023-12-27,1287.900000,1291.500000,1267.250000,1280.150000,1584695
TECHM,2023-12-28,1285.000000,1289.000000,1270.550000,1285.950000,2284964
TECHM,2023-12-29,1285.950000,1291.950000,1268.100000,1272.650000,1187193
TECHM,2024-01-01,1273.000000,1303.800000,1265.250000,1297.150000,1776828
TECHM,2024-01-02,1298.000000,1299.100000,1272.850000,1278.100000,1615064
TECHM,2024-01-03,1265.000000,1274.000000,1240.000000,1244.200000,2231707
TECHM,2024-01-04,1250.100000,1254.700000,1231.700000,1247.500000,3355191
TECHM,2024-01-05,1254.900000,1271.850000,1245.550000,1248.300000,1756868
TECHM,2024-01-08,1250.200000,1254.250000,1221.400000,1228.950000,1320667
TECHM,2024-01-09,1240.550000,1251.200000,1232.600000,1235.650000,994439
TECHM,2024-01-10,1236.500000,1246.450000,1228.300000,1240.900000,808638
TECHM,2024-01-11,1240.900000,1261.800000,1240.900000,1249.400000,930492
TECHM,2024-01-12,1271.800000,1311.750000,1267.000000,1308.050000,5023455
TECHM,2024-01-15,1335.000000,1401.500000,1333.850000,1337.650000,6012767
TECHM,2024-01-16,1330.100000,1332.200000,1310.500000,1320.400000,1883106
TECHM,2024-01-17,1306.000000,1334.500000,1305.250000,1326.750000,2313059
TECHM,2024-01-18,1326.700000,1369.500000,1306.000000,1355.150000,4533782
TECHM,2024-01-19,1373.900000,1397.850000,1355.000000,1389.900000,4463826
TECHM,2024-01-20,1405.000000,1406.200000,1376.000000,1385.600000,1001018
TECHM,2024-01-23,1396.500000,1416.300000,1356.750000,1366.650000,2683661
TECHM,2024-01-24,1372.950000,1410.500000,1365.550000,1407.950000,2008135
TECHM,2024-01-25,1348.000000,1356.350000,1312.050000,1322.050000,8424862
TECHM,2024-01-29,1338.000000,1338.000000,1311.000000,1314.350000,2495791
TECHM,2024-01-30,1323.950000,1340.950000,1315.000000,1317.850000,2293154
TECHM,2024-01-31,1318.100000,1336.000000,1312.300000,1333.650000,1798462
TECHM,2024-02-01,1330.000000,1336.350000,1309.750000,1312.500000,2286420
TECHM,2024-02-02,1323.500000,1354.000000,1323.050000,1338.100000,1838847
TECHM,2024-02-05,1345.800000,1353.100000,1328.000000,1332.750000,953919
TECHM,2024-02-06,1330.000000,1362.400000,1328.100000,1351.050000,2713529
TECHM,2024-02-07,1351.500000,1358.700000,1314.050000,1318.000000,2004588
TECHM,2024-02-08,1326.000000,1329.650000,1302.000000,1309.250000,2308756
TECHM,2024-02-09,1317.000000,1321.450000,1305.950000,1311.050000,1085349
TECHM,2024-02-12,1318.400000,1331.000000,1311.100000,1318.800000,1149683
TECHM,2024-02-13,1321.950000,1334.800000,1300.000000,1328.450000,1127361
TECHM,2024-02-14,1310.000000,1319.950000,1282.650000,1292.900000,3426103
TECHM,2024-02-15,1304.700000,1308.000000,1291.550000,1300.350000,1703763
TECHM,2024-02-16,1305.100000,1309.200000,1298.000000,1302.550000,1994659
TECHM,2024-02-19,1302.950000,1318.000000,1287.450000,1310.000000,1496111
TECHM,2024-02-20,1310.000000,1323.650000,1302.000000,1320.550000,2113200
TECHM,2024-02-21,1320.000000,1325.000000,1292.200000,1296.600000,1769508
TECHM,2024-02-22,1307.000000,1330.500000,1299.350000,1328.100000,2201424
TECHM,2024-02-23,1338.900000,1342.550000,1316.300000,1322.250000,1660506
TECHM,2024-02-26,1322.250000,1324.900000,1295.000000,1298.250000,1196507
TECHM,2024-02-27,1295.000000,1305.050000,1283.700000,1296.050000,1488661
TECHM,2024-02-28,1302.000000,1306.050000,1271.000000,1285.850000,1289779
TECHM,2024-02-29,1280.000000,1285.200000,1264.250000,1273.850000,2251498
TECHM,2024-03-01,1287.000000,1287.000000,1268.000000,1271.800000,1560034
TECHM,2024-03-02,1278.000000,1282.000000,1271.000000,1272.500000,217683
TECHM,2024-03-04,1275.600000,1285.500000,1270.100000,1280.050000,1843831
TECHM,2024-03-05,1274.900000,1279.900000,1259.100000,1272.500000,1420379
TECHM,2024-03-06,1267.500000,1274.350000,1250.100000,1271.000000,2064350
TECHM,2024-03-07,1275.000000,1293.100000,1265.550000,1288.150000,2073691
TECHM,2024-03-11,1288.150000,1296.300000,1275.500000,1289.000000,1577732
TECHM,2024-03-12,1295.000000,1307.650000,1277.700000,1292.300000,1963068
TECHM,2024-03-13,1292.300000,1299.400000,1266.300000,1277.200000,2001399
TECHM,2024-03-14,1272.000000,1297.450000,1258.050000,1293.350000,2129097
TECHM,2024-03-15,1293.000000,1293.000000,1268.500000,1282.200000,2499025
TECHM,2024-03-18,1282.000000,1287.450000,1268.050000,1272.650000,630807
TECHM,2024-03-19,1270.000000,1272.650000,1248.900000,1252.250000,1243420
TECHM,2024-03-20,1252.000000,1272.000000,1247.000000,1264.300000,1139621
TECHM,2024-03-21,1275.000000,1287.450000,1270.650000,1282.750000,1420041
TECHM,2024-03-22,1258.500000,1279.900000,1236.100000,1262.650000,2990908
TECHM,2024-03-26,1262.250000,1271.600000,1251.000000,1254.350000,2144358
TECHM,2024-03-27,1258.000000,1263.150000,1246.550000,1253.800000,2128854
TECHM,2024-03-28,1260.000000,1264.950000,1242.000000,1248.100000,2436133
TECHM,2024-04-01,1252.100000,1261.150000,1242.000000,1244.550000,1397037
TECHM,2024-04-02,1244.000000,1251.950000,1235.100000,1236.800000,1320357
TECHM,2024-04-03,1240.000000,1263.000000,1240.000000,1255.150000,1819093
TECHM,2024-04-04,1260.000000,1289.000000,1246.900000,1279.250000,2460669
TECHM,2024-04-05,1275.000000,1275.950000,1260.200000,1263.400000,1184658
TECHM,2024-04-08,1270.000000,1270.000000,1256.100000,1265.150000,686932
TECHM,2024-04-09,1265.100000,1281.000000,1242.750000,1251.400000,1198161
TECHM,2024-04-10,1260.450000,1273.450000,1252.000000,1266.300000,1994380
TECHM,2024-04-12,1264.950000,1269.750000,1238.000000,1242.100000,2887322
TECHM,2024-04-15,1235.000000,1240.650000,1211.000000,1218.750000,2153147
TECHM,2024-04-16,1205.000000,1213.150000,1191.000000,1195.800000,2085459
TECHM,2024-04-18,1199.550000,1207.850000,1176.050000,1179.650000,3242357
TECHM,2024-04-19,1163.050000,1204.850000,1162.950000,1193.650000,2572144
TECHM,2024-04-22,1196.100000,1216.700000,1195.100000,1208.050000,1364143
TECHM,2024-04-23,1218.000000,1218.000000,1198.800000,1200.250000,1460983
TECHM,2024-04-24,1207.950000,1207.950000,1181.500000,1185.700000,1375843
TECHM,2024-04-25,1185.000000,1193.550000,1172.800000,1190.300000,3357065
TECHM,2024-04-26,1250.000000,1347.000000,1241.000000,1278.750000,20431926
TECHM,2024-04-29,1290.000000,1311.000000,1285.000000,1288.300000,4120529
TECHM,2024-04-30,1288.300000,1291.100000,1260.050000,1263.500000,2613213
TECHM,2024-05-02,1263.200000,1274.350000,1253.500000,1266.900000,2124221
TECHM,2024-05-03,1270.000000,1272.000000,1243.050000,1250.450000,2322455
TECHM,2024-05-06,1258.000000,1265.700000,1245.100000,1262.250000,1363667
TECHM,2024-05-07,1268.000000,1294.800000,1256.900000,1292.450000,2350444
TECHM,2024-05-08,1294.000000,1300.000000,1280.350000,1287.000000,1332284
TECHM,2024-05-09,1282.000000,1285.900000,1261.400000,1269.100000,2420777
TECHM,2024-05-10,1266.000000,1273.200000,1248.250000,1264.400000,1322206
TECHM,2024-05-13,1264.400000,1266.350000,1250.050000,1262.050000,593453
TECHM,2024-05-14,1263.950000,1284.000000,1254.100000,1275.500000,1386032
TECHM,2024-05-15,1275.000000,1282.950000,1265.000000,1274.500000,1008105
TECHM,2024-05-16,1287.000000,1312.600000,1281.300000,1307.950000,4868225
TECHM,2024-05-17,1309.100000,1320.000000,1297.800000,1305.400000,1925387
TECHM,2024-05-18,1305.400000,1312.050000,1298.600000,1305.650000,83153
TECHM,2024-05-21,1307.000000,1327.000000,1304.100000,1323.900000,1453689
TECHM,2024-05-22,1330.000000,1335.400000,1311.050000,1330.400000,1411627
TECHM,2024-05-23,1336.000000,1343.950000,1325.100000,1337.500000,1440740
TECHM,2024-05-24,1337.500000,1345.000000,1318.000000,1321.750000,1288301
TECHM,2024-05-27,1323.000000,1342.800000,1318.250000,1329.700000,980450
TECHM,2024-05-28,1329.000000,1330.350000,1311.300000,1315.100000,1608944
TECHM,2024-05-29,1314.000000,1314.000000,1284.100000,1286.450000,1405567
TECHM,2024-05-30,1280.050000,1287.750000,1235.350000,1240.850000,2610479
TECHM,2024-05-31,1245.950000,1255.250000,1224.050000,1228.450000,4649449
TECHM,2024-06-03,1255.000000,1261.800000,1236.550000,1245.350000,1091287
TECHM,2024-06-04,1245.350000,1253.700000,1193.650000,1239.300000,2471911
TECHM,2024-06-05,1260.000000,1284.950000,1236.750000,1266.900000,2709585
TECHM,2024-06-06,1285.000000,1323.600000,1274.200000,1317.450000,3205121
TECHM,2024-06-07,1330.000000,1381.000000,1327.000000,1377.600000,5790599
TECHM,2024-06-10,1377.600000,1378.000000,1335.150000,1340.350000,2532308
TECHM,2024-06-11,1348.900000,1359.850000,1341.150000,1349.450000,1465705
TECHM,2024-06-12,1364.800000,1381.000000,1357.150000,1370.600000,2786009
TECHM,2024-06-13,1380.000000,1396.850000,1375.350000,1388.950000,1953367
TECHM,2024-06-14,1395.000000,1395.750000,1364.100000,1371.450000,1733356
TECHM,2024-06-18,1380.450000,1391.450000,1370.150000,1371.350000,950760
TECHM,2024-06-19,1377.000000,1386.950000,1361.000000,1381.150000,1313197
TECHM,2024-06-20,1386.000000,1399.000000,1371.450000,1393.100000,1987190
TECHM,2024-06-21,1408.000000,1440.300000,1386.050000,1399.800000,6836535
